10:43:37,9.8059,8.0704,0.0003,8
10:43:38,9.7797,8.0731,0.0002,8
10:43:38,9.7535,7.9302,0.0004,8
10:43:39,9.7732,7.9412,0.0005,8
10:43:39,9.7732,8.179,0.0002,8
10:43:40,9.7535,8.045,0.0452,8
10:43:40,9.505,-10.5007,0.0003,-10
10:43:41,3.1159,-9.7843,0.016,-10
10:43:41,-9.7343,-14.4716,0.0171,-10
10:43:42,-9.7147,-14.3922,0.0125,-10
10:43:43,-9.7278,-11.7941,0.0139,-10
10:43:43,-9.7343,-12.6665,0.0134,-10
10:43:44,-9.7278,-12.4017,0.0089,-10
10:43:44,-9.7016,-12.3594,0.0083,-10
10:43:45,-9.7212,-11.0677,0.0115,-10
10:43:45,-9.7278,-14.1732,0.0102,-10
10:43:46,-9.7016,-13.3853,0.0104,-10
10:43:46,-9.7081,-12.8607,0.0089,-10
10:43:47,-9.7278,-12.048,0.0079,-10
10:43:48,-9.7016,-11.2928,0.0085,-10
10:43:48,-9.7343,-12.0235,0.0094,-10
10:43:49,-9.7016,-11.7221,0.0116,-10
10:43:49,-9.7016,-12.1107,0.0077,-10
10:43:50,-9.7408,-12.8244,0.0092,-10
10:43:50,-9.7081,-12.1614,0.009,-10
10:43:51,-9.7278,-12.412,0.009,-10
10:43:51,-9.7343,-12.9442,0.0088,-10
10:43:52,-9.7016,-12.9013,0.0137,-10
10:43:53,-9.7212,-11.9922,0.0079,-10
10:43:53,-9.7081,-12.1614,0.0082,-10
10:43:54,-9.7147,-12.8507,0.0076,-10
10:43:54,-9.7016,-11.7947,0.0081,-10
10:43:55,-9.7278,-13.1181,0.0086,-10
10:43:55,-9.7016,-12.8496,0.0102,-10
10:43:56,-9.7343,-12.1312,0.0092,-10
10:43:56,-9.6951,-11.889,0.0074,-10
10:43:57,-9.7081,-11.7092,0.009,-10
10:43:58,-9.7016,-12.2555,0.0088,-10
10:43:58,-9.7212,-12.1576,0.0119,-10
10:43:59,-9.7343,-11.0378,0.013,-10
10:43:59,-9.7343,-14.4426,0.0084,-10
10:44:00,-9.7343,-12.8499,0.0095,-10
10:44:00,-9.7343,-10.8925,0.0096,-10
10:44:01,-7.2885,-4.9687,0.011,-10
10:44:01,-9.7016,-9.8425,0.0013,-10
10:44:02,-9.6427,-11.0077,0.001,-10
10:44:03,-9.6951,-10.0467,0.0008,-10
10:44:03,-9.6754,-9.8095,0.001,-10
10:44:04,-9.6951,-9.8749,0.0001,-10
10:44:04,-9.682,-11.3095,0.0063,-10
10:44:05,-9.682,-9.8248,0.001,-10
10:44:05,-9.6754,-8.5873,0.0025,-10
10:44:06,-9.6885,-11.1821,0.0017,-10
10:44:06,-9.682,-9.7612,0.0003,-10
10:44:07,-9.6885,-9.8058,0.0001,-10
10:44:08,-9.6689,-9.7324,0.0016,-10
10:44:08,-9.6689,-10.2423,0.0006,-10
10:44:09,-9.6689,-10.2991,0.0007,-10
10:44:09,-9.6754,-10.554,0.0006,-10
10:44:10,-9.6689,-10.1112,0.0032,-10
10:44:10,-9.682,-9.9397,0.0006,-10
10:44:11,-9.6689,-9.6254,0.0018,-10
10:44:11,-9.682,-10.2296,0.0055,-10
10:44:12,-9.6885,-9.3895,0.0013,-10
10:44:12,-9.6885,-9.345,0.0009,-10
10:44:13,-9.6558,-10.376,0.0019,-10
10:44:14,-9.682,-10.0403,0.0019,-10
10:44:14,-9.6689,-9.823,0.0004,-10
10:44:15,-9.6885,-10.3941,0.0012,-10
10:44:15,-9.6689,-9.985,0.0001,-10
10:44:16,-9.6885,-9.8348,0.0009,-10
10:44:16,-9.6362,-9.447,0.0009,-10
10:44:17,-9.6885,-9.8378,0.0018,-10
10:44:17,-9.682,-9.9694,0.0004,-10
10:44:18,-9.6754,-8.7278,0.0018,-10
10:44:18,-9.6885,-9.5098,0.0039,-10
10:44:19,-9.6689,-10.0522,0.0021,-10
10:44:20,-9.6427,-10.1867,0.0011,-10
10:44:20,-9.6689,-10.0647,0.0003,-10
10:44:21,-9.6166,-10.4291,0.0012,-10
10:44:21,-9.6754,-11.0195,0.0023,-10
10:44:22,3.5802,-8.9123,0.0502,8
10:44:23,9.7993,5.3968,0.0027,8
10:44:23,9.7666,7.3583,0.0005,8
10:44:24,9.7862,7.5523,0.0004,8
10:44:24,9.7732,8.3592,0.0006,8
10:44:25,9.747,8.1399,0.0005,8
10:44:25,9.7732,8.2043,0.0003,8
10:44:26,9.7732,7.9647,0.0002,8
10:44:26,9.7993,7.9231,0.0003,8
10:44:27,9.7732,7.9354,0,8
10:44:27,9.7666,8.0803,0.0001,8
10:44:28,9.7535,8.0573,0.0001,8
10:44:29,9.747,7.9476,0.0002,8
10:44:29,9.7601,7.9415,0,8
10:44:30,9.7862,7.9642,0.0002,8
10:44:30,9.7405,8.0009,0,8
10:44:31,9.7601,8.0104,0.0003,8
10:44:31,9.7797,7.9444,0.0002,8
10:44:32,9.7732,7.965,0.0001,8
10:44:33,9.7535,8.059,0.0002,8
10:44:33,9.7732,7.9737,0.0001,8
10:44:34,9.8059,7.941,0,8
10:44:34,9.7928,8.074,0.0002,8
10:44:35,9.7928,8.0296,0.0001,8
10:44:35,9.7993,7.8697,0.0001,8
10:44:36,9.7928,8.0083,0,8
10:44:36,9.7732,7.9643,0,8
10:44:37,9.7405,7.9943,0.0001,8
10:44:38,9.7732,8.0978,0.0002,8
10:44:38,9.7601,8.0967,0,8
10:44:39,9.7928,7.9919,0.0002,8
10:44:39,9.7535,8.0613,0.0001,8
10:44:40,9.7535,7.9581,0,8
10:44:41,9.7993,8.0427,0.0003,8
10:44:41,9.8124,7.9646,0,8
10:44:42,9.7535,7.933,0.0001,8
10:44:42,9.7862,8.0559,0.0003,8
10:44:43,9.7732,8.118,0.0001,8
10:44:43,9.7732,8.0398,0.0003,8
10:44:44,9.7928,8.0355,0,8
10:44:44,9.7732,8.1024,0.0001,8
10:44:45,9.7535,7.9989,0.0001,8
10:44:45,9.7601,8.0186,0.0004,8
10:44:46,9.7732,7.9951,0,8
10:44:47,9.7601,7.9784,0,8
10:44:47,9.7732,-3.605,0.001,-5
10:44:48,9.7405,-5.0218,0.0004,-5
10:44:48,9.747,-4.5397,0,-5
10:44:49,9.747,-4.7339,0.0009,-5
10:44:49,9.7339,-4.8715,0.0001,-5
10:44:50,9.7208,-4.5493,0.0012,-5
10:44:50,9.7732,-3.336,0.0008,-5
10:44:51,9.7535,1.213,0.0005,0
10:44:52,9.7993,0.2317,0.0002,0
10:44:52,9.7666,0.11,0.0007,0
10:44:53,9.7601,10.0944,0.0052,10
10:44:53,-3.0247,7.7872,0.0047,10
10:44:54,-3.9533,12.6597,0.0103,10
10:44:54,-2.9593,7.9744,0.0041,10
10:44:55,-1.8345,11.844,0.0079,10
10:44:55,-1.1413,8.6078,0.0036,10
10:44:56,-1.7626,11.0423,0.0057,10
10:44:56,-1.5795,8.9392,0.0054,10
10:44:57,-1.7757,8.5411,0.0043,10
10:44:58,-1.2787,10.5276,0.0015,10
10:44:58,-1.2394,10.5052,0.0002,10
10:44:59,-1.3506,11.7677,0.0065,10
10:44:59,-2.3577,8.61,0.0081,10
10:45:00,-2.992,12.3609,0.0048,10
10:45:00,-2.8285,11.4786,0.0042,10
10:45:01,-1.1937,8.5087,0.0058,10
10:45:01,-0.8536,9.8853,0.0075,10
10:45:02,-0.8667,12.4287,0.0064,10
10:45:02,-0.8013,9.4799,0.0022,10
10:45:03,-0.8536,11.2033,0.004,10
10:45:04,-0.7817,9.6222,0.0066,10
10:45:04,-0.8928,10.476,0.0054,10
10:45:05,-0.5005,8.8276,0.0028,10
10:45:05,-0.4612,8.3691,0.0017,10
10:45:06,-1.3048,9.5278,0.0049,10
10:45:06,-2.168,7.9555,0.0066,10
10:45:07,-2.07,9.615,0.0089,10
10:45:07,-2.2661,10.7401,0.0068,10
10:45:08,-1.5337,9.5518,0.0033,10
10:45:09,-0.4416,10.0549,0.0036,10
10:45:09,-0.095,9.0316,0.0047,10
10:45:10,-0.4416,10.9472,0.0023,10
10:45:10,-0.3958,9.5,0.0032,10
10:45:11,-0.6313,11.1393,0.0056,10
10:45:11,-0.5332,8.1216,0.001,10
10:45:12,-0.6901,9.9053,0.0041,10
10:45:12,-0.4743,9.9155,0.0031,10
10:45:13,-0.1735,9.1168,0.0115,10
10:45:14,-0.4808,9.7371,0.0015,10
10:45:14,-1.3964,10.6666,0.0053,10
10:45:15,-1.3571,12.1422,0.003,10
10:45:15,-1.6056,11.418,0.0033,10
10:45:16,-1.8803,8.9575,0.0051,10
10:45:16,-1.0825,9.137,0.0053,10
10:45:17,-0.4416,10.3759,0.0012,10
10:45:18,-0.1081,8.7468,0.0001,10
10:45:18,-0.337,10.5048,0.001,10
10:45:19,-0.1866,9.5177,0.0043,10
10:45:19,-0.2585,9.1489,0.0026,10
10:45:20,-0.3762,10.0814,0.0003,10
10:45:20,-0.2454,8.4335,0.0015,10
10:45:21,-0.4155,10.8703,0.001,10
10:45:21,-0.0427,10.5606,0.0024,10
10:45:22,0.3104,9.33,0.0136,10
10:45:22,0.1012,10.0948,0.0028,10
10:45:23,-0.6116,9.7835,0.0039,10
10:45:24,-1.2067,10.7645,0.0002,10
10:45:24,-1.0367,9.2706,0.0016,10
10:45:25,-1.1937,8.814,0.0041,10
10:45:25,-1.4945,10.8089,0.0031,10
10:45:26,-1.3898,10.4943,0.0025,10
10:45:26,-0.4416,10.6296,0.0036,10
10:45:27,0.0162,8.9838,0.0027,10
10:45:27,0.0358,10.9327,0.0034,10
10:45:28,-0.3435,9.8607,0.0014,10
10:45:28,-0.1604,10.9757,0.0005,10
10:45:29,-0.265,9.5847,0.0005,10
10:45:30,-0.2912,9.9317,0.0027,10
10:45:30,-0.3893,9.7238,0.0014,10
10:45:31,-0.5397,12.5004,0.0021,10
10:45:31,-0.0165,10.9427,0.0008,10
10:45:32,0.2974,9.4421,0.0001,10
10:45:32,-0.3501,9.6214,0.0023,10
10:45:33,-0.4808,9.0426,0.003,10
10:45:34,-0.9844,10.1057,0.0016,10
10:45:34,-0.8536,9.1238,0.0016,10
10:45:35,-0.9648,11.1054,0.0013,10
10:45:35,-1.0432,9.1826,0.0005,10
10:45:36,-1.0694,9.8814,0.0026,10
10:45:36,-0.4024,10.6469,0.002,10
10:45:37,0.0881,11.361,0.0013,10
10:45:37,-0.0623,-3.4726,0.0002,0
10:45:38,9.7535,-1.5982,0.0007,0
10:45:38,9.7274,-0.2187,0.0001,0
10:45:39,9.7208,0.3729,0.0014,0
10:45:40,9.7666,0.5693,0.0013,0
10:45:40,9.7143,0.4659,0.0018,0
10:45:41,9.7143,-0.9949,0.0026,0
10:45:41,9.7012,0.6156,0.0018,0
10:45:42,9.7143,-2.007,0.0051,0
10:45:42,9.7143,-0.5173,0.0058,0
10:45:43,9.7143,0.1904,0.004,0
10:45:44,9.6881,-0.5042,0.0032,0
10:45:44,9.7143,1.1221,0.0042,10
10:45:45,3.3186,7.3436,0.0013,10
10:45:45,-1.7495,9.0405,0.0001,10
10:45:46,-1.416,11.9762,0.0011,10
10:45:46,-1.7888,9.2576,0.0005,10
10:45:47,-1.5533,10.0935,0.0007,10
10:45:47,-1.6187,10.6092,0.005,10
10:45:48,-1.1086,9.8961,0.0004,10
