1770665610.4726584,9.7535,0.0292,0.0001,0
1770665611.223632,9.7274,0.0073,0,0
1770665612.1642573,9.7732,0.0361,0.0001,0
1770665612.9012508,2.5404,-14.2096,0.0011,-15
1770665613.6250498,-9.6558,-8.8794,0.0213,-15
1770665614.3576608,-9.6231,-14.6266,0.0002,-15
1770665615.0901785,-9.6493,-15.1436,0.0003,-15
1770665615.8185306,-9.6493,-15.0243,0.0001,-15
1770665616.546241,-9.6362,-14.3943,0.0013,-15
1770665617.2759829,-9.4989,-12.5595,0.0054,-15
1770665618.0046556,-9.6297,-16.0159,0.0029,-15
1770665618.7272582,-9.6689,-12.7939,0.0101,-15
1770665619.4603293,-9.525,-14.7499,0.0037,-15
1770665620.1898084,-9.7016,-16.1739,0.0097,-15
1770665620.913439,-9.6035,-15.2308,0.001,-15
1770665621.6463227,-9.6558,-15.0599,0.0011,-15
1770665622.3737483,-9.6231,-14.7451,0.0002,-15
1770665623.103575,-9.6427,-19.2034,0.0056,-15
1770665623.841961,-9.6558,-14.1144,0.0007,-15
1770665624.571375,-9.6885,-13.0532,0.01,-15
1770665625.3006308,-9.6624,-14.5248,0.0006,-15
1770665626,-9.6754,-14.8517,0.0003,-15
1770665626.752118,-9.6624,-15.1254,0.0005,-15
1770665627.4785984,-9.6885,-15.1463,0.0001,-15
1770665628.4161935,-9.6624,-15.0746,0.0001,-15
1770665629.147003,-9.6558,-14.9373,0.0003,-15
1770665629.8756795,-9.6624,-16.4062,0.0104,-15
1770665630.618927,-9.7081,-15.1316,0.0054,-15
1770665631.3502877,-9.6951,-15.4478,0.0005,-15
1770665632.0749233,-9.6951,-15.3427,0.0007,-15
1770665632.801828,-9.7212,-15.3451,0.0005,-15
1770665633.5311797,-9.682,-14.6868,0.001,-15
1770665634.259164,-9.6558,-15.2469,0.001,-15
1770665634.9895754,-9.6624,-15.1836,0.0004,-15
1770665635.7156425,-9.6689,-15.0423,0.0008,-15
1770665636.4425254,-9.6689,-14.9913,0.0002,-15
1770665637.179881,-9.6885,-14.2662,0.0029,-15
1770665637.9170732,-9.6951,-14.4317,0.002,-15
1770665638.6597936,-9.682,-15.09,0.0004,-15
1770665639.3969738,-9.6624,-14.6765,0.0001,-15
1770665640.1260004,-9.6754,-15.0419,0.0004,-15
1770665640.8524313,-9.6951,-14.3675,0.0005,-15
1770665641.578853,-9.6689,-15.0027,0.0003,-15
1770665642.3026185,-9.6689,-14.7035,0,-15
1770665643.033987,-9.6689,-14.9084,0.0019,-15
1770665643.7617316,-9.6885,-15.929,0.0025,-15
1770665644.494827,-9.6951,-14.915,0.0006,-15
1770665645.2233813,-9.6624,-14.7952,0.0001,-15
1770665645.9518228,-9.7016,-14.94,0.0003,-15
1770665646.6762922,-9.6951,-14.8575,0.0005,-15
1770665647.4027462,-9.6951,-15.0405,0.0006,-15
1770665648,-9.6951,-14.8994,0.0036,-15
1770665649.0716171,-9.6754,-17.8453,0.01,-15
1770665649.8143008,-9.7474,-16.42,0.0092,-15
1770665650.5550933,-9.7539,-17.1564,0.0084,-15
1770665651.299184,-9.7278,-17.0249,0.0063,-15
1770665652.040794,-9.7212,-16.9486,0.0064,-15
1770665652.7781916,-9.7474,-16.7606,0.0063,-15
1770665653.514462,-9.7212,-17.0254,0.0058,-15
1770665654.2645948,-9.7474,-16.743,0.006,-15
1770665654.9942608,-9.7278,-17.2561,0.0083,-15
1770665655.728753,-9.7278,-16.9959,0.0089,-15
1770665656.4693968,-9.7474,-16.5067,0.0067,-15
1770665657.2062402,-9.7474,-18.0704,0.0067,-15
1770665657.9573843,-9.7474,-16.355,0.0088,-15
1770665658.703334,-9.7278,-15.8,0.0055,-15
1770665659.4496226,-9.7343,-16.9194,0.0079,-15
1770665660.193624,-9.7278,-17.7943,0.0062,-15
1770665660.941164,-9.7408,-18.1669,0.0074,-15
1770665661.683761,-9.7474,-14.2223,0.0105,-15
1770665662.4243362,-9.7081,-19.2547,0.0056,-15
1770665663.1723378,-9.7474,-15.841,0.0087,-15
1770665663.9157488,-9.7408,-17.8867,0.0057,-15
1770665664.6622322,-9.7343,-16.8105,0.0107,-15
1770665665.405315,-9.7212,-17.2299,0.0078,-15
1770665666.1547246,-9.7474,-16.697,0.0061,-15
1770665666.8980782,-9.7278,-15.3111,0.0084,-15
1770665667.6352184,-9.7212,-15.4682,0.0134,-15
1770665668.3794177,-9.7539,-16.7216,0.009,-15
1770665669.1204164,-9.7147,-13.7972,0.0105,-15
1770665669.870607,-9.7408,-17.7735,0.0067,-15
1770665670.6142006,-9.7408,-16.4955,0.006,-15
1770665671.3564909,-9.7474,-16.7613,0.0053,-15
1770665672.1023538,-9.7474,-16.6756,0.0052,-15
1770665672.843678,-9.7474,-16.5427,0.0052,-15
1770665673.5883856,-9.7081,-14.9905,0.0129,-15
1770665674.3349276,-0.9909,-8.4777,0.0117,-15
1770665675.0707293,-9.7081,-13.9729,0.0157,-15
1770665675.8024485,-9.6754,-14.8147,0.0001,-15
1770665676.5252354,-9.6754,-15.383,0.0011,-15
1770665677.2598834,-9.6297,-14.8886,0.0007,-15
1770665677.990663,-9.6754,-14.557,0.0023,-15
1770665678.732193,-9.6885,-14.5177,0.0016,-15
1770665679.4591105,-9.4531,-16.5494,0.0078,-15
1770665680.1878214,-9.6689,-15.4858,0.0032,-15
1770665680.918931,-9.6493,-14.4672,0.0092,-15
1770665681.6480446,-9.6362,-15.2067,0.0007,-15
1770665682.375476,-9.6754,-14.1412,0.0011,-15
1770665683.1048226,-9.6754,-14.5476,0.0011,-15
1770665683.8335028,-9.6624,-15.1869,0.0009,-15
1770665684.5676649,-9.6362,-14.8245,0.0004,-15
1770665685,-9.6166,-15.0808,0.0234,8
1770665686.0487614,9.7928,-0.3098,0.0131,8
1770665686.7856424,9.7797,7.8093,0.0004,8
1770665688,9.8059,7.5563,0.0022,8
1770665688.2509162,9.7535,7.9703,0.0003,8
1770665688.9837334,9.7535,7.8844,0.0001,8
1770665689.7188296,9.7535,7.944,0.0003,8
1770665690.4593167,9.7666,8.0518,0.0005,8
1770665691.1944094,9.7732,7.9721,0.0003,8
1770665691.9292865,9.8059,7.9214,0.0001,8
1770665692.6590216,9.7535,8.0573,0.0002,8
1770665693.4049766,9.7862,8.0867,0.0001,8
1770665694.1474123,9.8059,8.0225,0.0003,8
