1770664980,9.747,-0.049,0.0001,0
1770664981,9.747,-0.0221,0.0003,0
1770664982,9.7797,0.1211,0.0005,0
1770664983,9.2173,-0.0653,0.0079,-15
1770664983,-9.6231,-19.2518,0.006,-15
1770664984,-9.6493,-15.1082,0.001,-15
1770664985,-9.6297,-14.9581,0,-15
1770664986,-9.6493,-14.8054,0.0002,-15
1770664986,-9.6297,-14.4386,0.0016,-15
1770664987,-9.5708,-13.1813,0.005,-15
1770664988,-9.5904,-19.3762,0.0059,-15
1770664988,-9.6362,-12.9797,0.009,-15
1770664989,-9.6493,-15.8941,0.0038,-15
1770664990,-9.6885,-15.1842,0.0012,-15
1770664991,-9.6493,-15.2915,0.0012,-15
1770664991,-9.6754,-15.2196,0.0012,-15
1770664992,-9.6231,-14.8149,0.0006,-15
1770664993,-9.6231,-15.658,0.0001,-15
1770664994,-9.682,-15.3564,0.0001,-15
1770664994,-9.6558,-12.5295,0.0104,-15
1770664995,-9.6885,-14.5491,0.0007,-15
1770664996,-9.6885,-14.8197,0.0006,-15
1770664997,-9.6885,-14.9484,0.0001,-15
1770664997,-9.6885,-14.8623,0.0004,-15
1770664998,-9.6885,-15.1386,0.0003,-15
1770664999,-9.6885,-14.9472,0.0001,-15
1770664999,-9.6885,-14.9438,0,-15
1770665000,-9.6689,-14.9274,0.002,-15
1770665001,-9.6885,-16.1313,0.0017,-15
1770665002,-9.6558,-15.1472,0.0001,-15
1770665002,-9.6493,-15.0622,0.0016,-15
1770665003,-9.6624,-14.387,0.0006,-15
1770665004,-9.6885,-12.9725,0.0045,-15
1770665005,-9.682,-15.1617,0.001,-15
1770665005,-9.6754,-14.8431,0.003,-15
1770665006,-9.682,-14.7308,0.0005,-15
1770665007,-9.6951,-14.9311,0.0012,-15
1770665007,-9.6754,-15.3914,0.0018,-15
1770665008,-9.6624,-14.7535,0.0013,-15
1770665009,-9.682,-14.6608,0.0018,-15
1770665010,-9.6951,-14.7039,0.001,-15
1770665010,-9.6624,-14.1111,0.0001,-15
1770665011,-9.7081,-15.4572,0.0001,-15
1770665012,-9.6951,-15.2473,0.0006,-15
1770665013,-9.6624,-14.7232,0.0008,-15
1770665013,-9.682,-16.0633,0.0024,-15
1770665014,-9.6624,-15.4731,0.0011,-15
1770665015,-9.682,-14.9654,0.0007,-15
1770665016,-9.6624,-14.7606,0.0004,-15
1770665016,-9.6624,-15.1024,0.0002,-15
1770665017,-9.6951,-14.9578,0.0005,-15
1770665018,-9.7081,-15.1772,0.0021,-15
1770665018,-9.7801,-25.203,0.0126,-15
1770665019,-9.7343,-21.1384,0.0094,-15
1770665020,-9.7474,-17.6297,0.0085,-15
1770665021,-9.7474,-17.228,0.0075,-15
1770665021,-9.7212,-16.913,0.0074,-15
1770665022,-9.7408,-17.0364,0.0069,-15
1770665023,-9.7474,-17.1159,0.0073,-15
