22:02:42, 9.747, 7.9609,0.0047, -10.0 0.0
22:02:43, 5.1366, -9.6913,0.0031, -10.0 0.0
22:02:43, -2.1027, -16.995,0.0179, -10.0 0.0
22:02:44, -9.5774, -22.3575,0.0368, -10.0 0.0
22:02:44, -9.7016, -13.9167,0.015, -10.0 0.0
22:02:45, -9.7212, -12.1421,0.0155, -10.0 0.0
22:02:45, -9.6951, -14.0891,0.0133, -10.0 0.0
22:02:46, -9.7278, -13.5847,0.0125, -10.0 0.0
22:02:47, -9.7081, -13.4404,0.0171, -10.0 0.0
22:02:47, -9.7081, -13.5852,0.0152, -10.0 0.0
22:02:48, -9.6885, -13.4285,0.0153, -10.0 0.0
22:02:48, -9.7278, -12.7748,0.0122, -10.0 0.0
22:02:49, -9.7278, -13.0514,0.0129, -10.0 0.0
22:02:49, -9.7278, -12.9499,0.0111, -10.0 0.0
22:02:50, -9.6885, -13.0185,0.0113, -10.0 0.0
22:02:50, -9.7081, -13.9715,0.0113, -10.0 0.0
22:02:51, -9.7081, -13.5549,0.0114, -10.0 0.0
22:02:52, -9.6951, -12.0772,0.0111, -10.0 0.0
22:02:52, -9.6951, -13.3451,0.0135, -10.0 0.0
22:02:53, -9.6951, -13.9739,0.0116, -10.0 0.0
22:02:53, -9.6951, -13.5142,0.012, -10.0 0.0
22:02:54, -9.7147, -12.4105,0.0108, -10.0 0.0
22:02:54, -9.7016, -13.1493,0.012, -10.0 0.0
22:02:55, -9.7408, -11.866,0.0114, -10.0 0.0
22:02:56, -9.6951, -12.9459,0.0125, -10.0 0.0
22:02:56, -9.7081, -13.0685,0.0142, -10.0 0.0
22:02:57, -9.7278, -12.551,0.0116, -10.0 0.0
22:02:57, -9.7278, -12.8277,0.0114, -10.0 0.0
22:02:58, -9.7081, -14.1099,0.0109, -10.0 0.0
22:02:58, -9.6951, -12.1392,0.0107, -10.0 0.0
22:02:59, -9.6951, -11.9857,0.0133, -10.0 0.0
22:02:59, -9.7016, -14.0088,0.0115, -10.0 0.0
22:03:00, -9.7081, -13.2525,0.0148, -10.0 0.0
22:03:00, -9.7278, -13.5173,0.0121, -10.0 0.0
22:03:01, -9.7278, -13.0236,0.0185, -10.0 0.0
22:03:02, -9.7278, -13.8451,0.0168, -10.0 0.0
22:03:02, -9.7278, -13.7765,0.0115, -10.0 0.0
22:03:03, -9.6885, -13.1421,0.0224, -10.0 0.0
22:03:03, -9.6558, -11.0367,0.0126, -10.0 0.0
22:03:04, -9.682, -9.5045,0.0017, -10.0 0.0
22:03:04, -9.6493, -10.2092,0.0, -10.0 0.0
22:03:05, -9.6754, -10.1953,0.0001, -10.0 0.0
22:03:05, -9.6558, -9.9427,0.0001, -10.0 0.0
22:03:06, -9.6558, -10.0185,0.0001, -10.0 0.0
22:03:07, -9.6689, -9.7274,0.0034, -10.0 0.0
22:03:07, -9.6689, -9.935,0.0054, -10.0 0.0
22:03:08, -9.6493, -10.2064,0.0032, -10.0 0.0
22:03:08, -9.6166, -10.0855,0.0006, -10.0 0.0
22:03:09, -9.6624, -10.0018,0.0015, -10.0 0.0
22:03:09, -9.6427, -10.4684,0.002, -10.0 0.0
22:03:10, -9.6689, -9.8824,0.0001, -10.0 0.0
22:03:10, -9.6689, -9.535,0.0005, -10.0 0.0
22:03:11, -9.6493, -9.7836,0.0, -10.0 0.0
22:03:11, -9.6689, -9.9559,0.0006, -10.0 0.0
22:03:12, -9.6558, -10.0669,0.0005, -10.0 0.0
22:03:13, -9.6689, -10.4248,0.0013, -10.0 0.0
22:03:13, -9.6558, -10.5739,0.0017, -10.0 0.0
22:03:14, -9.682, -9.8822,0.0016, -10.0 0.0
22:03:14, -9.6558, -10.1481,0.0008, -10.0 0.0
22:03:15, -9.6689, -9.9361,0.0012, -10.0 0.0
22:03:15, -9.6493, -10.3367,0.0005, -10.0 0.0
22:03:16, -9.6689, -9.8525,0.0001, -10.0 0.0
22:03:16, -9.6624, -10.2236,0.0007, -10.0 0.0
22:03:17, -9.6362, -10.6337,0.002, -10.0 0.0
22:03:17, -9.6493, -9.6455,0.0004, -10.0 0.0
22:03:18, -9.6624, -10.4707,0.0009, -10.0 0.0
22:03:19, -9.6558, -10.4327,0.0007, -10.0 0.0
22:03:19, -9.6493, -10.5279,0.0013, -10.0 0.0
22:03:20, -9.6427, -9.9943,0.0006, -10.0 0.0
22:03:20, -9.597, -11.5082,0.0051, -10.0 0.0
22:03:21, -9.6558, -9.6012,0.0032, -10.0 0.0
22:03:21, -9.6493, -9.8405,0.0008, -10.0 0.0
22:03:22, -9.6362, -9.9181,0.0004, -10.0 0.0
22:03:22, -9.6689, -9.9944,0.0, -10.0 0.0
22:03:23, -9.6035, -10.108,0.0017, -10.0 0.0
22:03:23, -8.7926, -10.2905,0.0089, -10.0 0.0
22:03:24, 7.8832, -9.4801,0.0038, -10.0 0.0
22:03:25, 9.7601, 8.6793,0.0007, 8.0 0.0
22:03:25, 9.7535, 7.9526,0.0006, 8.0 0.0
22:03:26, 9.747, 7.8686,0.0003, 8.0 0.0
22:03:26, 9.7862, 7.928,0.0001, 8.0 0.0
22:03:27, 9.7666, 7.946,0.0001, 8.0 0.0
22:03:27, 9.7535, 8.0134,0.0002, 8.0 0.0
22:03:28, 9.7535, 8.0927,0.0003, 8.0 0.0
22:03:28, 9.747, 7.9554,0.0001, 8.0 0.0
22:03:29, 9.7535, 7.9338,0.0002, 8.0 0.0
22:03:29, 9.7797, 8.0234,0.0003, 8.0 0.0
22:03:30, 9.7732, 7.9662,0.0001, 8.0 0.0
22:03:31, 9.7928, 7.9784,0.0002, 8.0 0.0
