1770664266.70414, 9.7732, 0.0161, 0.0, 0.0, 0.5, None, 2.9066, 0.0
1770664267.4544241, 9.7862, 0.079, 0.0002, 0.0, 0.5, None, 2.9211, 0.0001
1770664268.1845274, 9.7862, 0.02, 0.0001, 0.0, 0.5, None, 2.909, 0.0
1770664268.9200003, 9.7405, 0.0117, 0.0, 0.0, 0.5, None, 2.7398, 0.0008
1770664269.6574192, -5.4444, -11.267, 0.0023, -15.0, 0.5, None, 2.0992, 0.0004
1770664270.3938189, -9.5708, -13.4178, 0.0019, -15.0, 0.5, None, 3.0563, 0.0
1770664271.1220813, -9.5904, -14.658, 0.0003, -15.0, 0.5, None, 3.0049, 0.0
1770664271.8514454, -9.6101, -15.1591, 0.0003, -15.0, 0.5, None, 3.0167, 0.0
1770664272.5795207, -9.6427, -14.958, 0.0009, -15.0, 0.5, None, 2.9984, 0.0
1770664273.3087606, -9.5316, -15.4652, 0.0011, -15.0, 0.5, None, 2.9874, 0.0002
1770664274.0448227, -9.2635, -13.1038, 0.0025, -15.0, 0.5, None, 3.0859, 0.0002
1770664274.77058, -9.1065, -17.2057, 0.0172, -15.0, 0.5, None, 2.9502, 0.0003
1770664275.5015523, -9.2111, -10.0047, 0.0004, -15.0, 0.5, None, 2.6552, 0.0003
1770664276.231075, -9.5381, -16.9107, 0.0008, -15.0, 0.5, None, 3.0243, 0.0001
1770664276.9579759, -9.6558, -15.4255, 0.0012, -15.0, 0.5, None, 3.0579, 0.0001
1770664277.68675, -9.6297, -14.5421, 0.0006, -15.0, 0.5, None, 2.9907, 0.0
1770664278.4200747, -9.597, -15.2997, 0.0008, -15.0, 0.5, None, 3.0409, 0.0
1770664279.1466596, -9.6297, -15.1207, 0.0003, -15.0, 0.5, None, 2.3996, 0.0
1770664279.8790221, -9.6689, -16.1347, 0.0006, -15.0, 0.5, None, 3.2002, 0.0001
1770664280.603622, -9.7212, -14.6992, 0.0003, -15.0, 0.5, None, 3.5308, 0.0002
1770664281.3328161, -9.682, -15.2985, 0.0005, -15.0, 0.5, None, 3.7163, 0.0
1770664282.0565479, -9.7016, -14.8754, 0.0001, -15.0, 0.5, None, 3.7131, 0.0
