1770666913.0570667, 9.7405, -0.0081, 0.0001, 0.0, 0.5, None, 8.6002, 0.0
1770666913.8037224, 9.7208, -0.1855, 0.0003, 0.0, 0.5, None, 8.5978, 0.0
1770666914.531118, 9.7208, -0.0234, 0.0, 0.0, 0.5, None, 8.5992, 0.0001
1770666915.2637327, 9.7143, -0.0355, 0.0001, -15.0, 0.5, None, 9.2262, 0.0005
1770666915.9996266, -8.3937, -17.0989, 0.018, -15.0, 0.5, None, 8.913, 0.0004
1770666916.734367, -9.6166, -14.6806, 0.0005, -15.0, 0.5, None, 8.9749, 0.0
1770666917.4673584, -9.6166, -14.7622, 0.0009, -15.0, 0.5, None, 8.9101, 0.0
1770666918.2041612, -9.6297, -14.835, 0.0002, -15.0, 0.5, None, 8.9345, 0.0
1770666918.935201, -9.6689, -14.8667, 0.0001, -15.0, 0.5, None, 8.9593, 0.0001
1770666919.6702402, -9.6427, -14.4019, 0.0038, -15.0, 0.5, None, 8.8829, 0.0003
1770666920.4050145, -9.1523, -17.3972, 0.0025, -15.0, 0.5, None, 8.9927, 0.0001
1770666921.1336377, -9.1327, -17.6583, 0.0102, -15.0, 0.5, None, 8.9525, 0.0007
1770666921.8683214, -9.2242, -8.1012, 0.0017, -15.0, 0.5, None, 8.7003, 0.0002
1770666922.5998137, -9.5185, -14.8472, 0.0019, -15.0, 0.5, None, 8.8855, 0.0002
1770666923.3333585, -9.6951, -14.0973, 0.0022, -15.0, 0.5, None, 8.9327, 0.0001
1770666924.0668077, -9.6689, -14.6777, 0.001, -15.0, 0.5, None, 8.8705, 0.0
1770666924.797821, -9.6297, -15.3541, 0.0013, -15.0, 0.5, None, 8.981, 0.0
1770666925.5240834, -9.6231, -14.8468, 0.0006, -15.0, 0.5, None, 8.1526, 0.0003
1770666926.2522197, -9.682, -14.8704, 0.0032, -15.0, 0.5, None, 9.0198, 0.0002
1770666926.9802022, -9.7081, -14.7419, 0.0011, -15.0, 0.5, None, 9.4078, 0.0
