1770661745.3900604, -9.6493, -14.9741, 0.0002, -15.0, 0.5, None, 5.3619, 0.0
1770661746.139008, -9.6427, -14.9637, 0.0, -15.0, 0.5, None, 5.3627, 0.0001
1770661746.881228, -9.6035, -14.9341, 0.0001, -15.0, 0.5, None, 5.3538, 0.0001
1770661747.6138005, -9.6558, -15.115, 0.0001, -15.0, 0.5, None, 5.3759, 0.0001
1770661748.3493562, -9.6297, -14.9752, 0.0003, -15.0, 0.5, None, 5.3576, 0.0
1770661749.074063, -9.6493, -15.0111, 0.0004, -15.0, 0.5, None, 5.3722, 0.0
1770661749.8080513, -9.6297, -14.915, 0.0, -15.0, 0.5, None, 5.3545, 0.0
1770661750.5350156, -9.6297, -14.9478, 0.0001, -15.0, 0.5, None, 5.3637, 0.0
1770661751.2630298, -9.597, -14.4504, 0.0022, -15.0, 0.5, None, 5.3741, 0.0002
1770661751.9917505, -9.5839, -15.2799, 0.0021, -15.0, 0.5, None, 5.0949, 0.0004
1770661752.7238142, -9.4858, -11.8339, 0.0092, -15.0, 0.5, None, 4.7919, 0.001
1770661753.4564333, -9.6166, -15.9134, 0.008, -15.0, 0.5, None, 4.2966, 0.0003
1770661754.1901662, -9.525, -18.9282, 0.0258, -15.0, 0.5, None, 4.9035, 0.0
1770661754.9207077, -9.6035, -12.4419, 0.0032, -15.0, 0.5, None, 5.3558, 0.0001
1770661755.6506429, -9.5904, -14.3832, 0.0016, -15.0, 0.5, None, 5.3565, 0.0001
1770661756.376735, -9.6427, -15.3716, 0.0002, -15.0, 0.5, None, 5.407, 0.0
1770661757.107252, -9.6558, -14.8594, 0.0011, -15.0, 0.5, None, 5.3494, 0.0
1770661757.8364203, -9.682, -15.0431, 0.0152, -15.0, 0.5, None, 4.9072, 0.0001
1770661758.5592473, -9.7081, -16.9444, 0.0081, -15.0, 0.5, None, 4.7903, 0.0001
1770661759.2894113, -9.6689, -15.1541, 0.0042, -15.0, 0.5, None, 5.9049, 0.0001
1770661760.0219047, -9.682, -14.367, 0.0008, -15.0, 0.5, None, 6.0147, 0.0
1770661760.755808, -9.6558, -14.7, 0.0007, -15.0, 0.5, None, 6.019, 0.0
1770661761.4785943, -9.6885, -15.0724, 0.0002, -15.0, 0.5, None, 6.0349, 0.0001
1770661762.2131228, -9.6885, -14.9143, 0.0004, -15.0, 0.5, None, 6.0405, 0.0001
1770661762.9392455, -9.6624, -14.8965, 0.0001, -15.0, 0.5, None, 6.0535, 0.0001
1770661763.6647606, -9.6558, -14.954, 0.0004, -15.0, 0.5, None, 6.0325, 0.0
1770661764.3991826, -9.7016, -15.0287, 0.0003, -15.0, 0.5, None, 6.0158, 0.0002
