1770663656.788251, 9.7862, 7.9919, 0.0006, 8.0, 0.5, None, 5.5943, 0.0
1770663657.5213366, 9.7601, 8.0171, 0.0003, 8.0, 0.5, None, 5.5992, 0.0001
1770663658.469694, 9.8124, 8.0154, 0.0001, 8.0, 0.5, None, 5.5935, 0.0
1770663659.2037866, 9.7601, 8.0331, 0.0002, 8.0, 0.5, None, 5.599, 0.0
1770663659.937056, 9.8189, 8.0656, 0.0, 8.0, 0.5, None, 5.5949, 0.0
1770663660.6715891, 9.7862, 7.992, 0.0002, 8.0, 0.5, None, 5.5927, 0.0001
1770663661.4111137, 9.7535, 8.0093, 0.0001, 8.0, 0.5, None, 5.6, 0.0
1770663662.1428728, 9.8189, 7.9956, 0.0002, 8.0, 0.5, None, 5.5952, 0.0
1770663662.869631, 9.8059, 7.9312, 0.0001, 8.0, 0.5, None, 5.5947, 0.0
1770663663.6069565, 9.7993, 8.0496, 0.0001, 8.0, 0.5, None, 5.5911, 0.0001
1770663664.3389761, 9.8189, 7.8992, 0.0001, 8.0, 0.5, None, 5.6022, 0.0
1770663665.074182, 9.7862, 7.9617, 0.0004, 8.0, 0.5, None, 5.5791, 0.0
1770663665.81107, 9.7666, 9.9996, 0.0024, 8.0, 0.5, None, 4.3997, 0.0002
1770663666.5462923, 9.7797, 6.4868, 0.0075, 8.0, 0.5, None, 4.7982, 0.0001
1770663667.2804382, 9.8189, -0.5898, 0.0148, -5.0, 0.5, None, 5.52, 0.0002
1770663668.0137298, 9.7405, -5.2185, 0.0027, -5.0, 0.5, None, 5.5366, 0.0
1770663668.743896, 9.7535, -4.9093, 0.0005, -5.0, 0.5, None, 5.5227, 0.0002
1770663669.478931, 9.7535, -5.1885, 0.0004, -5.0, 0.5, None, 5.5427, 0.0
1770663670.2151744, 9.7274, -4.955, 0.0002, -5.0, 0.5, None, 5.5159, 0.0
1770663670.9469023, 9.7208, -5.1676, 0.0003, -5.0, 0.5, None, 5.5302, 0.0001
1770663671.6769934, 9.7405, -5.2388, 0.0013, -5.0, 0.5, None, 5.5504, 0.0001
1770663672.4171844, 9.7078, -4.8928, 0.0015, -5.0, 0.5, None, 5.5955, 0.0
1770663673.1435697, 9.7208, -5.1569, 0.0009, -5.0, 0.5, None, 5.6028, 0.0
1770663673.8828092, 9.7208, -4.5708, 0.0001, -5.0, 0.5, None, 5.5346, 0.0
1770663674.6147804, 9.7208, -4.6237, 0.0005, -5.0, 0.5, None, 5.6237, 0.0
1770663675.3480468, 9.7208, -5.2182, 0.0005, -5.0, 0.5, None, 5.6657, 0.0
1770663676.0820434, 9.747, -5.3586, 0.0001, -5.0, 0.5, None, 5.6492, 0.0
1770663676.817475, 9.7078, -4.4531, 0.0001, -5.0, 0.5, None, 5.6765, 0.0
1770663677.5454624, 9.7274, -5.1192, 0.0017, -5.0, 0.5, None, 5.6816, 0.0001
1770663678.2747233, 9.7339, -5.0511, 0.0, -5.0, 0.5, None, 5.6889, 0.0001
1770663679.0179367, 9.7078, -4.6749, 0.0016, 0.0, 0.5, None, 5.8085, 0.0001
1770663679.7433982, 9.7535, 0.2686, 0.0006, 0.0, 0.5, None, 5.7966, 0.0
1770663680.476626, 9.7601, -0.1185, 0.0006, 0.0, 0.5, None, 5.7895, 0.0
1770663681.2124104, 3.7764, 6.1673, 0.0011, 5.0, 0.5, None, 6.1291, 0.0001
1770663681.95021, -3.7506, 5.3809, 0.0012, 5.0, 0.5, None, 5.978, 0.0001
1770663682.6770911, -2.1288, 4.7098, 0.0008, 5.0, 0.5, None, 5.6543, 0.0003
1770663683.4194238, -1.2591, 4.8971, 0.0011, 5.0, 0.5, None, 5.9882, 0.0001
